"cne","filiere","niveau","noteS1","noteS2","noteS3","noteS4","noteS5","noteS6"
"2472","Civil","3","13","16","14","13","18","20"
"2473","Info","3","16","9","9","20","14","19"
"2474","Finance","2","11","17","20","12","12","14"
"2475","Civil","3","16","10","14","19","11","15"
"2476","Info","3","12","16","12","14","17","14"
"2477","Civil","3","14","10","11","9","12","13"
"2478","Indus","1","16","19","9","10","9","16"
"2479","Finance","2","10","17","15","18","17","12"
"2480","Civil","1","17","20","10","12","12","17"
"2481","Electrique","2","13","20","11","10","13","13"
"2482","Finance","2","18","19","18","16","10","11"
"2483","Info","1","10","19","12","14","12","19"
"2484","Electrique","3","10","17","16","11","14","9"
"2485","Civil","3","19","17","17","17","17","12"
"2486","Finance","1","14","14","12","15","15","11"
"2487","Electrique","2","19","20","11","13","11","10"
"2488","Indus","3","17","12","16","19","20","16"
"2489","Info","3","18","20","13","9","12","19"
"2490","Finance","3","16","16","11","13","18","17"
"2491","Info","2","12","19","16","16","18","16"
"2492","Electrique","2","14","17","14","16","18","16"
"2493","Electrique","1","20","17","15","19","20","9"
"2494","Civil","2","9","16","20","15","9","12"
"2495","Finance","2","12","20","17","9","16","12"
"2496","Indus","3","12","9","12","17","10","9"
"2497","Civil","1","9","13","9","20","10","19"
"2498","Indus","3","9","17","9","12","10","14"
"2499","Electrique","1","12","14","18","10","19","16"
"2500","Indus","3","19","16","15","10","12","16"
"2501","Civil","3","18","14","19","19","11","20"
"2502","Civil","3","18","10","11","18","15","10"
"2503","Electrique","2","14","16","20","10","11","19"
"2504","Info","1","11","16","16","18","16","15"
"2505","Info","2","11","16","12","14","12","15"
"2506","Info","1","13","12","19","10","15","19"
"2507","Electrique","1","11","15","16","10","12","19"
"2508","Info","3","15","9","13","15","14","11"
"2509","Civil","3","14","17","18","10","9","15"
"2510","Electrique","2","10","13","12","9","9","9"
"2511","Info","2","17","20","18","13","19","17"
"2512","Electrique","2","16","18","12","10","19","13"
"2513","Info","2","18","16","18","13","20","15"
"2514","Civil","2","10","18","12","17","9","9"
"2515","Finance","1","13","13","12","18","18","13"
"2516","Civil","3","12","18","19","18","15","9"
"2517","Info","3","13","17","9","13","15","13"
"2518","Finance","2","20","12","11","20","13","16"
"2519","Electrique","1","10","13","9","20","17","14"
"2520","Info","2","17","12","17","16","16","13"
"2521","Info","3","13","16","9","20","13","12"
"2522","Finance","3","13","17","14","17","12","14"
"2523","Info","3","10","18","13","19","13","15"
"2524","Indus","3","16","13","14","19","20","12"
"2525","Indus","1","17","9","11","9","14","12"
"2526","Info","2","9","9","20","18","14","10"
"2527","Electrique","3","10","12","9","10","19","13"
"2528","Civil","3","20","9","16","13","18","17"
"2529","Electrique","3","18","18","13","15","9","19"
"2530","Civil","1","15","10","11","13","10","20"
"2531","Civil","1","10","19","13","11","16","15"
"2532","Electrique","3","19","13","12","18","16","10"
"2533","Finance","2","17","16","11","17","18","10"
"2534","Info","1","19","9","10","20","14","12"
"2535","Finance","3","17","19","19","20","16","16"
"2536","Finance","2","17","12","11","10","11","10"
"2537","Finance","3","16","16","13","12","10","12"
"2538","Finance","2","11","18","14","17","11","15"
"2539","Indus","3","15","18","15","12","9","15"
"2540","Info","2","17","18","20","11","17","11"
"2541","Indus","1","18","10","17","16","15","16"
"2542","Electrique","2","9","15","9","18","17","18"
"2543","Info","2","17","14","13","13","18","20"
"2544","Electrique","2","11","15","13","10","19","17"
"2545","Indus","3","17","15","12","11","9","12"
"2546","Info","3","12","15","18","20","13","11"
"2547","Civil","3","14","17","13","20","10","15"
"2548","Info","3","12","19","9","18","18","12"
"2549","Civil","1","20","10","18","10","11","11"
"2550","Electrique","1","11","13","12","14","9","12"
"2551","Electrique","3","15","11","10","17","12","16"
"2552","Finance","2","20","20","13","12","12","12"
"2553","Civil","1","12","15","19","17","19","16"
"2554","Indus","1","14","13","15","13","18","19"
"2555","Finance","3","13","12","16","18","15","12"
"2556","Info","1","17","16","14","18","14","17"
"2557","Electrique","3","19","9","20","17","11","20"
"2558","Civil","1","17","14","20","18","9","10"
"2559","Finance","1","12","18","17","16","18","10"
"2560","Info","1","9","9","13","15","18","9"
"2561","Electrique","3","12","16","11","11","13","15"
"2562","Info","2","20","16","15","18","12","18"
"2563","Info","3","19","13","16","18","9","15"
"2564","Indus","3","20","9","12","15","15","9"
"2565","Electrique","2","13","18","14","14","15","19"
"2566","Info","1","19","10","9","14","15","17"
"2567","Civil","2","9","16","12","9","10","13"
"2568","Finance","3","9","13","18","13","19","18"
"2569","Indus","2","9","19","12","9","9","13"
"2570","Indus","2","9","9","18","12","17","15"
"2571","Civil","2","12","20","20","16","11","9"
"2572","Electrique","3","16","15","16","13","20","18"
"2573","Indus","2","11","18","11","10","9","14"
"2574","Info","1","9","9","11","14","19","15"
"2575","Info","1","20","19","13","20","9","19"
"2576","Civil","1","14","15","10","13","15","12"
"2577","Civil","1","12","11","15","11","10","17"
"2578","Civil","2","12","20","20","20","17","19"
"2579","Finance","3","11","11","17","20","11","20"
"2580","Indus","1","14","10","19","10","15","15"
"2581","Electrique","3","13","9","11","11","18","9"
"2582","Civil","2","20","12","19","12","16","11"
"2583","Info","3","15","9","17","17","16","15"
"2584","Civil","1","16","10","16","14","16","13"
"2585","Civil","3","9","18","17","16","19","12"
"2586","Finance","3","13","20","19","20","12","16"
"2587","Electrique","3","20","9","18","9","10","19"
"2588","Civil","1","11","13","14","13","11","16"
"2589","Indus","2","19","13","17","14","17","11"
"2590","Info","3","9","17","10","20","9","15"
"2591","Info","3","19","17","17","15","14","9"
"2592","Civil","1","14","16","10","9","12","10"
"2593","Info","1","15","19","16","17","14","16"
"2594","Civil","3","20","20","15","20","20","13"
"2595","Info","2","16","15","11","18","11","13"
"2596","Indus","3","12","10","14","14","20","10"
"2597","Finance","3","11","16","10","14","10","14"
"2598","Info","3","11","17","10","19","10","16"
"2599","Indus","1","17","18","13","18","18","18"
"2600","Info","3","19","16","10","18","19","10"
"2601","Finance","2","14","17","9","11","12","10"
"2602","Electrique","2","20","15","14","18","13","16"
"2603","Indus","3","19","12","11","15","16","16"
"2604","Electrique","2","11","15","18","10","17","18"
"2605","Finance","3","9","12","13","11","20","9"
"2606","Finance","3","16","11","19","15","15","10"
"2607","Electrique","1","20","13","19","11","15","17"
"2608","Electrique","2","15","16","20","20","9","19"
"2609","Finance","2","9","14","13","11","11","15"
"2610","Info","3","10","10","11","15","18","16"
"2611","Info","1","20","9","13","10","12","14"
"2612","Electrique","1","11","19","20","12","10","16"
"2613","Finance","2","19","13","16","19","19","18"
"2614","Civil","2","13","12","14","20","17","11"
"2615","Civil","2","10","14","9","17","12","13"
"2616","Finance","1","12","14","12","20","15","15"
"2617","Electrique","3","10","11","9","13","16","14"
"2618","Indus","1","13","19","20","15","14","17"
"2619","Indus","3","19","16","15","10","9","15"
"2620","Finance","1","15","12","19","18","9","10"
"2621","Electrique","1","12","13","14","17","9","17"
"2622","Civil","3","18","10","17","10","16","15"
"2623","Info","1","12","11","15","18","12","11"
"2624","Finance","3","17","9","17","13","15","16"
"2625","Info","3","18","20","14","16","15","16"
"2626","Info","2","14","14","16","10","10","9"
"2627","Finance","1","9","15","11","15","11","16"
"2628","Finance","3","12","14","10","12","14","9"
"2629","Electrique","3","10","14","19","15","17","17"
"2630","Civil","3","14","18","20","9","19","13"
"2631","Info","1","15","18","10","13","14","17"
"2632","Electrique","3","20","14","9","9","12","17"
"2633","Info","3","12","9","10","14","14","17"
"2634","Finance","2","10","18","12","11","12","17"
"2635","Civil","2","17","20","15","16","15","9"
"2636","Electrique","1","14","10","13","12","9","12"
"2637","Info","2","11","12","20","19","12","15"
"2638","Finance","2","14","19","16","10","9","18"
"2639","Electrique","1","15","10","12","17","19","17"
"2640","Electrique","3","12","20","17","19","20","19"
"2641","Info","2","16","19","18","13","9","14"
"2642","Indus","1","15","14","19","18","14","17"
"2643","Indus","3","16","15","13","13","20","14"
"2644","Civil","3","9","18","20","17","13","18"
"2645","Civil","1","19","20","15","13","16","20"
"2646","Info","1","12","13","9","18","16","15"
"2647","Info","3","11","14","16","16","9","14"
"2648","Indus","2","12","19","18","12","13","19"
"2649","Info","3","13","11","14","16","10","15"
"2650","Info","2","16","15","20","20","20","15"
"2651","Info","1","12","15","13","9","9","11"
"2652","Indus","2","12","10","20","16","10","18"
"2653","Info","3","16","16","11","17","18","11"
"2654","Electrique","1","13","15","20","15","14","15"
"2655","Indus","1","10","15","20","18","13","10"
"2656","Finance","1","10","19","14","17","17","17"
"2657","Info","3","16","10","16","16","18","9"
"2658","Finance","3","20","20","13","14","14","17"
"2659","Civil","2","10","10","15","16","13","19"
"2660","Indus","3","20","11","9","12","20","15"
"2661","Electrique","3","14","20","12","12","20","16"
"2662","Finance","2","20","13","9","11","10","19"
"2663","Civil","2","15","16","19","18","16","19"
"2664","Electrique","2","19","13","13","13","16","12"
"2665","Electrique","1","18","13","9","17","13","18"
"2666","Indus","3","20","19","15","11","10","13"
"2667","Finance","2","13","19","16","9","14","15"
"2668","Info","2","12","10","15","9","9","15"
"2669","Info","1","10","18","19","10","11","20"
"2670","Electrique","2","15","17","18","20","16","16"
"2671","Info","1","10","11","20","14","17","14"
"2672","Info","2","11","9","10","17","17","13"
"2673","Indus","3","16","11","16","20","15","12"
"2674","Info","1","18","17","19","12","9","10"
"2675","Indus","3","10","12","14","18","16","15"
"2676","Info","3","14","14","15","17","16","20"
"2677","Civil","2","17","14","11","16","10","16"
"2678","Civil","2","17","16","16","11","11","15"
"2679","Electrique","2","16","9","18","20","15","12"
"2680","Indus","2","19","11","9","10","14","15"
"2681","Indus","2","18","11","14","11","10","9"
"2682","Finance","3","13","18","12","20","12","11"
"2683","Finance","3","10","18","16","16","17","19"
"2684","Electrique","2","18","14","15","13","13","10"
"2685","Finance","1","11","10","10","17","10","19"
"2686","Info","2","12","18","12","10","19","15"
"2687","Info","1","19","18","18","11","16","19"
"2688","Info","3","19","20","18","16","15","14"
"2689","Indus","3","11","18","19","10","12","18"
"2690","Finance","1","11","16","16","12","12","20"
"2691","Electrique","2","20","12","15","10","14","20"
"2692","Civil","1","9","13","13","9","15","14"
"2693","Electrique","3","11","15","20","17","19","19"
"2694","Finance","1","9","14","14","15","11","10"
"2695","Civil","2","17","13","16","10","10","11"
"2696","Electrique","2","20","13","13","15","20","11"
"2697","Electrique","1","12","13","9","10","20","10"
"2698","Civil","3","12","20","9","10","10","12"
"2699","Electrique","2","13","9","9","9","20","17"
"2700","Indus","3","10","16","18","19","16","9"
"2701","Finance","2","16","14","20","19","16","15"
"2702","Electrique","2","11","10","19","17","12","18"
"2703","Finance","2","9","14","16","17","15","20"
"2704","Info","3","16","9","17","17","17","14"
"2705","Info","1","12","11","10","12","13","20"
"2706","Info","2","19","18","10","9","17","13"
"2707","Finance","3","13","11","18","14","17","9"
"2708","Finance","2","14","12","18","20","10","16"
"2709","Indus","1","10","19","19","12","13","11"
"2710","Civil","3","20","19","12","17","16","11"
"2711","Civil","3","14","12","11","14","20","20"
"2712","Civil","3","9","15","16","9","16","9"
"2713","Electrique","1","11","17","13","19","18","11"
"2714","Finance","1","17","14","17","9","19","11"
"2715","Electrique","3","16","12","9","9","16","12"
"2716","Electrique","2","17","20","9","13","16","14"
"2717","Civil","3","13","17","11","16","9","16"
"2718","Civil","3","19","14","17","10","14","9"
"2719","Indus","3","19","17","11","13","20","14"
"2720","Finance","3","9","20","18","20","16","17"
"2721","Civil","1","10","20","17","20","13","16"
"2722","Finance","3","17","14","20","20","15","11"
"2723","Electrique","1","17","19","14","18","13","16"
"2724","Civil","1","14","13","19","20","19","19"
"2725","Electrique","3","17","20","20","10","12","17"
"2726","Finance","2","13","13","20","9","13","18"
"2727","Electrique","1","16","13","17","14","15","15"
"2728","Civil","1","12","9","15","12","17","12"
"2729","Indus","1","20","9","10","11","15","20"
"2730","Finance","1","16","13","10","17","19","11"
"2731","Civil","3","10","15","16","14","17","10"
"2732","Indus","2","15","19","20","18","15","9"
"2733","Electrique","1","16","19","18","10","12","15"
"2734","Indus","3","14","16","12","14","12","14"
"2735","Finance","2","11","15","17","15","20","18"
"2736","Civil","3","10","19","11","15","20","11"
"2737","Electrique","2","12","9","15","15","20","19"
"2738","Indus","1","10","13","18","9","13","9"
"2739","Info","1","10","9","11","20","18","11"
"2740","Electrique","1","13","11","18","10","12","17"
"2741","Finance","3","9","17","17","18","9","19"
"2742","Electrique","1","11","17","15","18","14","19"
"2743","Civil","2","9","19","15","19","18","11"
"2744","Indus","2","16","14","18","14","14","20"
"2745","Electrique","1","18","9","17","16","12","10"
"2746","Finance","3","20","12","11","14","12","18"
"2747","Info","1","14","15","17","18","13","14"
"2748","Civil","1","11","16","15","9","12","10"
"2749","Info","2","12","20","17","16","18","12"
"2750","Indus","3","19","13","20","18","18","17"
"2751","Electrique","1","16","20","16","18","14","17"
"2752","Indus","2","9","20","16","17","17","9"
"2753","Finance","2","18","9","10","12","20","13"
"2754","Indus","3","17","20","18","16","13","13"
"2755","Electrique","2","15","19","20","17","20","16"
"2756","Indus","2","16","14","16","15","18","13"
"2757","Indus","1","14","13","20","12","17","20"
"2758","Indus","2","13","15","17","16","17","10"
"2759","Civil","1","20","20","9","12","10","11"
"2760","Info","2","15","13","10","12","10","17"
"2761","Finance","2","19","11","13","11","19","19"
"2762","Civil","2","9","11","10","11","12","12"
"2763","Electrique","2","20","15","20","10","9","18"
"2764","Info","1","14","15","15","10","14","18"
"2765","Indus","1","17","11","10","13","19","12"
"2766","Indus","1","13","19","9","14","18","16"
"2767","Civil","3","19","15","12","12","19","15"
"2768","Civil","1","12","20","18","18","17","14"
"2769","Electrique","2","14","9","20","18","14","12"
"2770","Finance","3","20","20","15","16","13","12"
"2771","Finance","1","17","18","13","9","15","11"
"2772","Civil","2","14","10","9","12","18","15"
"2773","Electrique","3","17","14","17","17","14","15"
"2774","Civil","3","10","16","20","13","20","18"
"2775","Finance","2","20","11","9","10","18","17"
"2776","Civil","2","15","12","20","19","16","20"
"2777","Finance","2","19","14","14","9","10","16"
"2778","Info","1","15","15","11","19","10","9"
"2779","Electrique","2","12","10","17","17","14","10"
"2780","Civil","3","17","11","11","9","20","13"
"2781","Info","1","15","14","12","20","12","19"
"2782","Indus","2","12","19","11","9","11","9"
"2783","Civil","1","14","18","12","12","13","11"
"2784","Info","3","18","12","19","17","20","12"
"2785","Electrique","1","10","10","19","10","16","16"
"2786","Indus","2","17","14","20","13","9","11"
"2787","Electrique","2","10","14","10","12","20","17"
"2788","Indus","2","13","13","12","9","14","15"
"2789","Info","3","13","11","12","18","12","13"
"2790","Electrique","3","9","11","13","17","15","9"
"2791","Electrique","3","16","17","15","19","9","18"
"2792","Finance","2","15","20","14","14","16","15"
"2793","Indus","1","14","15","17","9","13","20"
"2794","Electrique","2","19","20","15","20","19","14"
"2795","Finance","3","16","19","18","11","11","12"
"2796","Indus","2","16","10","10","15","20","19"
"2797","Electrique","1","12","16","12","19","9","20"
"2798","Finance","3","11","12","9","15","11","19"
"2799","Finance","1","20","18","13","19","18","19"
"2800","Civil","3","18","16","14","11","19","15"
"2801","Indus","3","13","16","17","20","19","14"
"2802","Info","2","12","9","16","11","17","20"
"2803","Finance","1","13","9","17","12","19","14"
"2804","Electrique","2","16","17","20","9","19","17"
"2805","Electrique","3","12","15","19","15","18","20"
"2806","Civil","2","16","10","9","15","19","16"
"2807","Electrique","2","19","15","12","9","10","20"
"2808","Civil","1","13","13","13","12","16","15"
"2809","Civil","1","12","17","18","10","10","20"
"2810","Indus","1","16","14","14","10","15","9"
"2811","Info","3","16","11","10","11","15","9"
"2812","Electrique","3","20","15","17","20","19","13"
"2813","Indus","2","20","12","20","18","19","15"
"2814","Info","1","15","11","10","13","11","19"
"2815","Electrique","3","15","17","10","11","14","10"
"2816","Indus","1","13","20","20","18","12","16"
"2817","Indus","2","15","15","18","9","20","12"
"2818","Indus","1","14","11","20","10","13","13"
"2819","Civil","3","17","11","14","18","11","11"
"2820","Civil","2","11","14","18","10","15","20"
"2821","Finance","3","10","16","15","9","10","20"
"2822","Electrique","1","19","11","9","16","11","20"
"2823","Indus","3","19","20","17","17","14","20"
"2824","Finance","2","18","12","16","17","20","17"
"2825","Indus","3","12","10","14","20","18","12"
"2826","Civil","2","16","12","9","16","16","17"
"2827","Electrique","1","18","18","12","16","14","14"
"2828","Electrique","2","15","10","9","15","9","11"
"2829","Civil","1","19","11","15","18","10","11"
"2830","Civil","3","16","11","18","14","17","9"
"2831","Civil","2","12","12","17","12","14","10"
"2832","Finance","3","14","19","11","14","13","20"
"2833","Civil","3","16","18","10","20","18","9"
"2834","Indus","1","10","13","19","11","12","19"
"2835","Indus","1","15","9","12","10","15","16"
"2836","Info","1","15","20","14","11","18","13"
"2837","Civil","2","12","17","10","12","15","12"
"2838","Civil","3","16","11","18","14","14","13"
"2839","Info","3","14","15","11","15","18","19"
"2840","Civil","2","16","12","20","11","17","13"
"2841","Indus","2","19","12","11","12","14","19"
"2842","Indus","2","9","10","11","16","18","12"
"2843","Finance","3","13","14","12","10","17","17"
"2844","Indus","2","9","16","16","16","9","10"
"2845","Electrique","1","15","15","20","13","11","19"
"2846","Info","3","11","17","18","19","18","14"
"2847","Info","2","15","9","10","13","12","9"
"2848","Indus","1","14","16","17","16","18","16"
"2849","Indus","1","15","9","18","12","9","20"
"2850","Finance","3","10","17","16","17","11","13"
"2851","Electrique","1","13","19","14","17","12","11"
"2852","Electrique","3","13","16","14","15","13","13"
"2853","Indus","2","20","18","11","18","13","18"
"2854","Indus","3","10","18","19","19","10","16"
"2855","Finance","2","13","15","10","13","17","19"
"2856","Info","3","17","9","20","11","11","20"
"2857","Civil","1","12","10","17","14","9","17"
"2858","Electrique","1","18","18","10","11","12","13"
"2859","Info","1","13","15","11","13","18","16"
"2860","Info","1","20","14","19","13","14","20"
"2861","Info","1","17","17","12","17","20","19"
"2862","Info","2","15","16","14","12","13","9"
"2863","Info","2","16","13","11","12","15","11"
"2864","Finance","1","14","16","9","15","19","10"
"2865","Civil","3","17","11","9","15","10","12"
"2866","Finance","2","15","19","17","10","11","10"
"2867","Finance","2","20","10","10","10","18","20"
"2868","Civil","1","15","20","10","15","13","15"
"2869","Indus","2","15","17","19","9","20","13"
"2870","Finance","2","13","13","10","17","20","16"
"2871","Civil","1","14","13","17","20","18","19"
"2872","Civil","1","10","19","9","16","18","18"
"2873","Info","3","20","10","10","10","12","11"
"2874","Finance","3","20","11","19","10","11","17"
"2875","Indus","1","17","17","19","18","12","15"
"2876","Info","2","14","18","12","13","11","16"
"2877","Civil","1","19","14","15","15","12","19"
"2878","Civil","2","20","14","15","20","18","15"
"2879","Electrique","3","17","20","11","17","10","20"
"2880","Electrique","1","17","13","15","11","11","11"
"2881","Indus","1","15","18","11","10","12","12"
"2882","Finance","2","17","20","18","9","18","13"
"2883","Civil","2","17","13","13","17","18","16"
"2884","Indus","2","18","13","19","15","12","20"
"2885","Finance","1","16","10","12","19","15","9"
"2886","Indus","3","19","12","16","13","20","12"
"2887","Info","1","14","19","10","12","15","13"
"2888","Finance","2","12","12","13","11","13","12"
"2889","Indus","3","9","20","9","13","13","17"
"2890","Civil","2","11","10","9","17","9","17"
"2891","Civil","3","15","9","14","12","14","19"
"2892","Civil","1","16","19","11","12","20","12"
"2893","Civil","2","16","11","11","10","14","17"
"2894","Civil","1","15","16","9","12","12","10"
"2895","Civil","3","9","14","12","11","11","11"
"2896","Info","2","18","13","19","15","20","18"
"2897","Electrique","1","10","20","15","15","13","10"
"2898","Electrique","2","15","12","16","16","11","15"
"2899","Electrique","1","12","15","13","13","16","12"
"2900","Info","1","20","14","17","16","9","19"
"2901","Indus","2","11","17","18","18","14","19"
"2902","Info","2","11","16","14","16","19","12"
"2903","Electrique","3","20","19","11","12","14","11"
"2904","Finance","1","14","11","12","20","15","19"
"2905","Indus","1","11","19","18","18","11","15"
"2906","Finance","2","19","20","11","18","13","14"
"2907","Finance","3","13","10","13","19","10","12"
"2908","Civil","3","20","9","11","16","14","11"
"2909","Indus","3","20","13","16","14","9","12"
"2910","Finance","2","10","17","16","12","18","9"
"2911","Electrique","1","19","13","18","11","17","20"
"2912","Electrique","2","9","16","17","17","14","10"
"2913","Info","1","12","10","9","15","15","17"
"2914","Electrique","1","15","20","14","12","16","9"
"2915","Indus","1","14","19","20","12","10","18"
"2916","Civil","2","9","20","11","9","18","11"
"2917","Electrique","2","16","11","15","17","15","17"
"2918","Indus","2","15","16","13","17","20","20"
"2919","Electrique","2","20","13","10","13","13","10"
"2920","Electrique","1","12","14","9","9","17","11"
"2921","Info","1","19","18","15","17","16","17"
"2922","Info","1","14","10","15","17","16","11"
"2923","Info","2","14","15","16","11","16","10"
"2924","Info","3","14","14","12","19","19","14"
"2925","Electrique","3","15","12","12","13","20","15"
"2926","Civil","2","18","16","9","19","20","17"
"2927","Info","1","18","13","17","17","15","12"
"2928","Info","2","18","12","15","9","13","17"
"2929","Civil","2","19","13","14","14","10","9"
"2930","Civil","2","14","14","12","12","20","17"
"2931","Info","2","11","18","20","17","10","10"
"2932","Electrique","3","12","12","19","11","16","18"
"2933","Electrique","3","9","12","14","16","19","10"
"2934","Civil","1","9","16","10","16","14","9"
"2935","Electrique","1","17","10","12","18","10","16"
"2936","Electrique","1","11","12","18","10","10","18"
"2937","Indus","3","12","11","17","18","9","14"
"2938","Info","2","13","10","20","14","14","19"
"2939","Info","2","18","9","20","20","18","9"
"2940","Finance","3","19","16","11","11","11","9"
"2941","Civil","2","15","16","15","12","15","18"
"2942","Civil","2","10","17","13","16","20","19"
"2943","Info","1","10","10","14","12","18","10"
"2944","Finance","1","15","11","13","11","15","10"
"2945","Electrique","3","18","19","13","18","17","17"
"2946","Electrique","2","20","19","18","15","13","12"
"2947","Civil","3","18","17","10","18","19","13"
"2948","Electrique","3","10","10","11","19","14","19"
"2949","Finance","2","15","9","13","20","19","10"
"2950","Info","2","12","12","20","15","11","16"
"2951","Finance","2","11","12","16","16","12","18"
"2952","Civil","3","10","15","15","18","17","9"
"2953","Info","2","11","16","17","9","17","10"
"2954","Finance","1","16","10","14","14","18","14"
"2955","Civil","1","10","16","15","11","16","19"
"2956","Civil","3","13","10","20","9","10","13"
"2957","Indus","3","9","19","13","14","20","11"
"2958","Electrique","2","15","19","17","17","18","17"
"2959","Finance","2","16","12","13","18","9","10"
"2960","Electrique","1","9","16","14","17","11","17"
"2961","Finance","3","15","17","19","19","19","9"
"2962","Info","3","12","18","15","14","18","11"
"2963","Indus","3","12","18","9","17","15","19"
"2964","Civil","1","11","12","9","10","19","20"
"2965","Civil","1","10","11","13","13","11","12"
"2966","Civil","1","12","16","19","13","15","17"
"2967","Finance","3","16","15","15","9","9","18"
"2968","Indus","3","17","9","19","11","19","12"
"2969","Indus","1","16","15","14","12","18","9"
"2970","Civil","2","20","18","20","17","9","11"
"2971","Info","3","9","18","13","15","11","10"
"2972","Finance","2","14","12","20","17","19","11"
"2973","Info","2","14","10","18","9","12","9"
"2974","Indus","3","20","11","17","11","19","14"
"2975","Civil","3","20","10","10","15","19","16"
"2976","Civil","3","12","12","9","19","10","11"
"2977","Finance","2","10","20","20","17","16","12"
"2978","Civil","2","17","15","19","11","15","18"
"2979","Indus","1","16","18","11","18","11","12"
"2980","Electrique","2","18","19","12","14","10","13"
"2981","Info","3","10","12","14","16","15","18"
"2982","Info","2","19","16","18","15","12","20"
"2983","Finance","2","15","19","9","18","15","9"
"2984","Indus","2","11","14","20","9","16","15"
"2985","Indus","2","17","12","13","15","20","20"
"2986","Civil","2","13","10","20","14","9","16"
"2987","Electrique","3","11","20","9","16","14","14"
"2988","Civil","2","12","11","10","13","19","12"
"2989","Electrique","2","19","12","12","18","9","18"
"2990","Civil","1","18","18","19","14","12","15"
"2991","Finance","2","17","18","17","20","12","10"
"2992","Electrique","3","11","14","10","14","17","14"
"2993","Indus","2","15","16","15","20","9","14"
"2994","Electrique","3","18","13","18","11","18","12"
"2995","Electrique","2","14","14","20","18","13","15"
"2996","Electrique","3","16","10","15","17","12","18"
"2997","Indus","1","10","11","11","15","12","12"
"2998","Civil","2","16","13","18","15","13","11"
"2999","Electrique","1","12","12","12","19","10","14"
"3000","Civil","2","10","9","14","14","15","17"
"3001","Electrique","1","19","11","9","18","16","9"
"3002","Info","1","12","13","20","20","10","17"
"3003","Finance","3","9","19","17","20","15","20"
"3004","Finance","2","19","14","12","11","19","16"
"3005","Finance","2","10","19","9","18","19","14"
"3006","Indus","3","14","18","13","13","12","10"
"3007","Electrique","3","9","20","17","16","16","9"
"3008","Finance","1","17","16","20","12","11","11"
"3009","Info","1","15","17","11","17","14","14"
"3010","Civil","3","19","9","15","9","20","15"
"3011","Info","1","15","14","19","14","15","9"
"3012","Electrique","2","20","12","14","10","13","14"
"3013","Civil","3","11","11","19","15","12","10"
"3014","Civil","2","11","16","14","18","11","11"
"3015","Info","3","18","18","10","19","16","15"
"3016","Finance","2","18","13","12","11","20","17"
"3017","Civil","3","15","12","20","16","12","16"
"3018","Indus","2","20","11","10","19","17","18"
"3019","Electrique","3","14","16","14","20","20","9"
"3020","Civil","3","17","16","12","9","12","12"
"3021","Finance","2","10","13","10","20","14","13"
"3022","Info","1","13","9","13","12","19","9"
"3023","Civil","3","11","15","19","20","16","10"
"3024","Finance","2","14","13","16","15","14","20"
"3025","Finance","1","16","18","10","10","10","20"
"3026","Info","2","19","10","20","12","12","12"
"3027","Indus","1","11","15","19","13","16","13"
"3028","Civil","1","17","17","9","13","18","19"
"3029","Civil","3","20","13","17","13","14","20"
"3030","Electrique","3","12","19","18","9","15","15"
"3031","Info","3","12","18","20","13","19","15"
"3032","Electrique","1","13","17","15","15","16","20"
"3033","Finance","2","19","18","13","20","15","18"
"3034","Civil","3","13","16","18","12","12","10"
"3035","Civil","1","20","12","14","15","12","10"
"3036","Electrique","2","16","17","18","17","13","11"
"3037","Finance","2","14","12","20","9","19","12"
"3038","Indus","3","18","12","9","10","12","20"
"3039","Civil","3","14","14","9","14","10","13"
"3040","Civil","3","20","16","11","10","10","16"
"3041","Finance","2","20","9","10","16","20","9"
"3042","Electrique","3","19","15","12","11","9","14"
"3043","Electrique","3","11","17","14","19","11","20"
"3044","Civil","3","19","9","17","20","9","11"
"3045","Info","1","10","14","14","10","18","17"
"3046","Civil","3","15","10","13","20","20","14"
"3047","Info","3","9","16","17","19","10","20"
"3048","Info","3","12","12","17","17","11","9"
"3049","Indus","3","20","10","13","18","10","13"
"3050","Indus","3","14","11","11","17","20","18"
"3051","Civil","3","11","20","16","12","17","14"
"3052","Finance","2","11","15","16","19","17","14"
"3053","Electrique","2","12","20","11","11","17","11"
"3054","Indus","1","20","19","11","20","10","13"
"3055","Civil","2","19","16","16","19","9","12"
"3056","Electrique","3","20","20","17","19","11","20"
"3057","Civil","2","15","10","19","18","11","16"
"3058","Electrique","3","13","17","10","16","12","10"
"3059","Indus","1","12","12","10","9","14","15"
"3060","Civil","2","16","10","19","9","14","18"
"3061","Civil","2","15","9","9","13","9","14"
"3062","Civil","3","9","19","12","19","14","14"
"3063","Civil","1","13","9","16","13","13","16"
"3064","Indus","1","20","11","19","12","17","9"
"3065","Info","3","16","15","18","12","19","13"
"3066","Indus","3","14","9","19","10","14","16"
"3067","Finance","3","18","18","16","9","20","14"
"3068","Civil","1","12","9","14","9","11","13"
"3069","Info","3","14","20","18","10","18","19"
"3070","Info","3","16","18","19","15","15","16"
"3071","Indus","3","17","17","10","18","9","18"
"3072","Info","2","14","17","19","18","14","11"
"3073","Civil","1","20","20","10","17","13","16"
"3074","Indus","2","13","20","12","13","20","15"
"3075","Civil","2","11","10","12","18","13","14"
"3076","Info","1","13","14","11","13","19","13"
"3077","Civil","1","10","15","9","19","13","13"
